Company ID,Type,Rule ID,Generated Text,Confidence Score (%)
SHRIRAMFIN,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,67.1
SHRIRAMFIN,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,66.0
SHRIRAMFIN,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,65.2
SHRIRAMFIN,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,72.4
SHRIRAMFIN,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,67.4
SHRIRAMFIN,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,100.0
SHRIRAMFIN,Con,CON_6,"Company has weak Interest Coverage Ratio (<1.5), indicating potential debt servicing pressure.",81.5
SHRIRAMFIN,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",100.0
SIEMENS,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,83.3
SIEMENS,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
SIEMENS,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
SIEMENS,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,69.3
SIEMENS,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,73.8
SIEMENS,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,73.0
SIEMENS,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
SUNPHARMA,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,74.6
SUNPHARMA,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,95.0
SUNPHARMA,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,64.5
SUNPHARMA,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,66.8
SUNPHARMA,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
SUNPHARMA,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,67.0
SUNPHARMA,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,88.9
SUNPHARMA,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,80.6
SUNPHARMA,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,79.2
SUNPHARMA,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
TATACONSUM,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
TATACONSUM,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,61.9
TATACONSUM,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,62.4
TATACONSUM,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,85.3
TATACONSUM,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,82.0
TATACONSUM,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,68.5
TATACONSUM,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,66.2
TATAMOTORS,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,81.2
TATAMOTORS,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,100.0
TATAMOTORS,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,86.7
TATAMOTORS,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,80.0
TATAPOWER,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
TATAPOWER,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,61.0
TATAPOWER,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,67.6
TATAPOWER,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",71.2
TATASTEEL,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
TATASTEEL,Con,CON_3,Company's Operating Profit Margin has deteriorated for 3 consecutive years.,97.0
TATASTEEL,Con,CON_4,Company reported a net loss in the latest financial year.,90.0
TATASTEEL,Con,CON_5,Company's top-line revenue has declined for 2 or more consecutive years.,74.1
TATASTEEL,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,73.8
TATASTEEL,Con,CON_9,Company's Earnings Per Share (EPS) has declined over 3 consecutive years.,100.0
TATASTEEL,Con,CON_10,Company generates low Return on Capital Employed (ROCE below 10%).,68.9
TATASTEEL,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",91.2
TCS,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,100.0
TCS,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
TCS,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,63.0
TCS,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,100.0
TCS,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,79.0
TCS,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,63.9
TCS,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
TECHM,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,85.7
TECHM,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,100.0
TECHM,Pro,PRO_7,Company possesses strong debt service capacity with Interest Coverage Ratio above 10.,73.9
TECHM,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,100.0
TECHM,Con,CON_3,Company's Operating Profit Margin has deteriorated for 3 consecutive years.,83.0
TECHM,Con,CON_7,"Company's Dividend Payout Ratio exceeds 100% of net profits, which may be unsustainable.",85.0
TECHM,Con,CON_9,Company's Earnings Per Share (EPS) has declined over 3 consecutive years.,100.0
TITAN,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,98.1
TITAN,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,70.0
TITAN,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,71.8
TITAN,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,61.0
TITAN,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,64.0
TITAN,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,69.0
TITAN,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,89.6
TITAN,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,61.0
TITAN,Con,CON_1,Company carries high financial leverage with a Debt-to-Equity ratio exceeding 2.0.,63.4
TITAN,Con,CON_8,Company's Debt-to-Equity ratio has been steadily increasing over 3 consecutive years.,93.8
TITAN,Con,CON_11,"Company maintains high Net Debt to EBITDA ratio (>3.0x), signaling elevated leverage risk.",67.2
TORNTPHARM,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,98.9
TORNTPHARM,Pro,PRO_2,Company has generated positive Free Cash Flow for 5+ consecutive years.,75.0
TORNTPHARM,Pro,PRO_5,Company demonstrates robust profitability with Operating Profit Margin exceeding 25%.,69.0
TORNTPHARM,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,75.9
TORNTPHARM,Pro,PRO_8,Company offers an attractive dividend yield backed by positive Free Cash Flow.,78.5
TORNTPHARM,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,90.8
TORNTPHARM,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,83.0
TORNTPHARM,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,95.5
TORNTPHARM,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,73.3
TORNTPHARM,Con,CON_FALLBACK,Valuation multiples and revenue growth trajectory require ongoing monitoring.,65.0
TRENT,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,80.3
TRENT,Pro,PRO_4,Company has delivered strong revenue growth with a 5-year CAGR above 15%.,100.0
TRENT,Pro,PRO_6,Company has delivered exceptional profit growth with a 5-year PAT CAGR above 20%.,100.0
TRENT,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,100.0
TRENT,Pro,PRO_10,Company's Return on Equity (ROE) has consistently improved over 3 consecutive years.,100.0
TRENT,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,100.0
TRENT,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,72.4
TRENT,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,70.0
TVSMOTOR,Pro,PRO_1,Company has maintained a healthy ROE above 20% over multiple years.,89.2
TVSMOTOR,Pro,PRO_9,Company has consistently expanded per-share earnings with a 5-year EPS CAGR above 15%.,68.3
TVSMOTOR,Pro,PRO_11,Company exhibits operating leverage expansion with steady revenue and profit trajectory.,68.2
TVSMOTOR,Pro,PRO_12,Company is expanding its total asset base while actively reducing overall debt.,98.3
TVSMOTOR,Con,CON_2,Company has experienced negative Free Cash Flow for 3 consecutive years.,80.0
